NOMBRE DEL PLATILLO|ORIGEN_Platillo|RENDIMIENTO (PERSONAS)_Platillo|PREPARACIÓN (MIN)_Platillo|COCCIÓN (MIN)_Platillo|REPOSO (MIN)_Platillo|REFRIGERACIÓN (MIN)_Platillo|CONGELACIÓN (MIN)_Platillo|DIFICULTAD_Platillo|COSTO_Platillo|TIPO_Platillo|Epoca_Platillo|Categoría_Platillo|Ingrediente|num_Platillos|Categoría_Ingrediente|Epoca_Ingrediente|Origen_Ingrediente|Destino_Ingrediente|Estado_Ingrediente|Cultura_prehispánica_Ingrediente|Nota_cultural_Ingrediente
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|VINAGRE BLANCO|18|Condimentos, Aceites y Endulzantes|Influencia europea / Porfiriato (1821 - 1910)|Alemania|CDMX|CDMX|Alemania|Su origen es medieval; útil en escabeches y limpieza doméstica.
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|LAUREL|32|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|CDMX|CDMX|Italia|Símbolo de victoria en Roma; en México se usa en caldos y salsas.
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|MEJORANA|28|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|CDMX|CDMX|Italia|Más dulce que el orégano; se cultiva en huertos urbanos.
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|TOMILLO|38|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Planta asociada a rituales de fuerza y valor en la antigüedad.
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ADOBO HIDALGUENSE|HIDALGO|8|5|5|0|0|0|1|1|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
BOMBIN DE XOCONOSTLE|HIDALGO|8|15|15|0|0|15|2|3|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|VINO BLANCO|8|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Guanajuato|Guanajuato|España|Monjes lo elaboraban para misas; se produce en viñedos mexicanos.
BOMBIN DE XOCONOSTLE|HIDALGO|8|15|15|0|0|15|2|3|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|AZUCAR|103|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Cultivo traído por los españoles; el azúcar impulsó el desarrollo de haciendas.
BOMBIN DE XOCONOSTLE|HIDALGO|8|15|15|0|0|15|2|3|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|CANELA|62|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Sri Lanka|Veracruz|Veracruz|Sri Lanka|En la Colonia se usaba en casi todos los postres conventuales.
BOMBIN DE XOCONOSTLE|HIDALGO|8|15|15|0|0|15|2|3|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|CLAVO|36|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Indonesia|Veracruz|Veracruz|Indonesia|En la Edad Media, valía su peso en oro; da aroma a moles y dulces.
BOMBIN DE XOCONOSTLE|HIDALGO|8|15|15|0|0|15|2|3|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|XOCONOSTLE|16|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|Tuna ácida del nopal; símbolo de resistencia y acidez ancestral.
BOMBIN DE XOCONOSTLE|HIDALGO|8|15|15|0|0|15|2|3|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|VAINILLA|16|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Los totonacas fueron los primeros en cultivarla. Se poliniza manualmente.
CHALUPITAS CON GUSANOS DE MAGUEY|HIDALGO|8|5|20|0|0|0|2|3|Antojitos|México Prehispánico (Antes de 1521)|Exóticos|MANTEQUILLA|57|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Era producto de lujo; en el siglo XX se popularizó con los refrigeradores.
CHALUPITAS CON GUSANOS DE MAGUEY|HIDALGO|8|5|20|0|0|0|2|3|Antojitos|México Prehispánico (Antes de 1521)|Exóticos|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
CHALUPITAS CON GUSANOS DE MAGUEY|HIDALGO|8|5|20|0|0|0|2|3|Antojitos|México Prehispánico (Antes de 1521)|Exóticos|GUSANO DE MAGUEY|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|Habita dentro del agave; su recolección puede costar hasta 500 pesos por kilo.
CHALUPITAS CON GUSANOS DE MAGUEY|HIDALGO|8|5|20|0|0|0|2|3|Antojitos|México Prehispánico (Antes de 1521)|Exóticos|CHALUPITA|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Puebla|Puebla|Puebla|Mestiza|Variante mini, típica del centro histórico de Puebla.
CHALUPITAS CON GUSANOS DE MAGUEY|HIDALGO|8|5|20|0|0|0|2|3|Antojitos|México Prehispánico (Antes de 1521)|Exóticos|SALSA BORRACHA|3|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Hidalgo|Hidalgo|Hidalgo|Mestiza|Se hace con chile, pulque y especias. Acompaña barbacoa en fiestas.
CHALUPITAS CON GUSANOS DE MAGUEY|HIDALGO|8|5|20|0|0|0|2|3|Antojitos|México Prehispánico (Antes de 1521)|Exóticos|TOMATE|8|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|El jitomate rojo dio la vuelta al mundo desde Mesoamérica.
CHALUPITAS CON GUSANOS DE MAGUEY|HIDALGO|8|5|20|0|0|0|2|3|Antojitos|México Prehispánico (Antes de 1521)|Exóticos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|BAGRE|5|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Tabasco|Tabasco|Tabasco|Maya|Pez de río, ideal para empanizar o cocinar en chirmol.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CALABAZA|47|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se usaban la pulpa, las semillas y hasta las cáscaras como utensilios.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|TAMARINDO|3|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Llegó por el Galeón; su sabor ácido es base de aguas frescas y dulces cristalizados.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|PULQUE BLANCO|4|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|Se creía que era la bebida de la luna. Sólo lo bebían adultos mayores.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|TOMATE VERDE|40|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Mexica|Más ácido que el jitomate; base prehispánica de las salsas verdes.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CHILE SERRANO|52|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se llama “serrano” porque crece en la sierra. Su picor varía con la altitud.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
CLEMOLE DE BAGRE AL PULQUE|HIDALGO|6|20|30|0|0|0|2|2|Moles|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|PILONCILLO|19|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Se obtiene del jugo de caña sin refinar; se usaba como medicina popular.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|MANTEQUILLA|57|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Era producto de lujo; en el siglo XX se popularizó con los refrigeradores.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|AZUCAR|103|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Cultivo traído por los españoles; el azúcar impulsó el desarrollo de haciendas.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|MELAZA|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Subproducto de la caña; endulzante popular en pan de feria.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|HARINA DE TRIGO|31|Granos y Cereales|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Hernán Cortés mandó sembrar trigo en Texcoco por necesidad de pan.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|POLVO PARA HORNEAR|19|Condimentos, Aceites y Endulzantes|México Contemporáneo (1940 - Actualidad)|Alemania|Veracruz|Veracruz|Alemania|Inventado en el siglo XIX; revolucionó la repostería sin levadura.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|ANIS|22|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Siria|Puebla|Puebla|Siria|Base del anís mexicano; se usa en dulces y atoles.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
COCHINITOS DE PILONCILLO|HIDALGO|30|35|20|720|0|0|2|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Dulces y postres|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|MANTEQUILLA|57|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Era producto de lujo; en el siglo XX se popularizó con los refrigeradores.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|ACEITE DE MAÍZ|16|Condimentos, Aceites y Endulzantes|México Contemporáneo (1940 - Actualidad)|EE.UU.|CDMX|CDMX|EE.UU.|Industrializado en el siglo XX como alternativa vegetal económica.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|ESCAMOLES|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|Larvas de hormiga consideradas el “caviar mexicano”.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|CHILE VERDE|13|Verduras y Hierbas|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|Genérico para chiles frescos; el color de la esperanza también pica.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|TORTILLA TAQUERA|1|Harinas y Masas|México Contemporáneo (1940 - Actualidad)|CDMX|CDMX|CDMX|Contemporánea|Es más chica para que los tacos no se desarmen al morderlos.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|GUACAMOLE|4|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|En náhuatl se decía ahuacamolli; salsa de aguacate para los nobles.
ESCAMOLES DE GUACAMOLE|HIDALGO|8|10|10|0|0|0|1|3|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Exóticos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
GELATINA DE PITAYA CON YOGUR Y COCADA|HIDALGO|6|20|5|240|0|0|1|1|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|GRENETINA|1|Condimentos, Aceites y Endulzantes|Influencia europea / Porfiriato (1821 - 1910)|Francia|CDMX|CDMX|Francia|En México se usa para postres coloridos; antes se hacía de huesos hervidos.
GELATINA DE PITAYA CON YOGUR Y COCADA|HIDALGO|6|20|5|240|0|0|1|1|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|PITAYA|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Cactus que da fruta rosa fluorescente; rica en antioxidantes.
GELATINA DE PITAYA CON YOGUR Y COCADA|HIDALGO|6|20|5|240|0|0|1|1|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|AZUCAR|103|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Cultivo traído por los españoles; el azúcar impulsó el desarrollo de haciendas.
GELATINA DE PITAYA CON YOGUR Y COCADA|HIDALGO|6|20|5|240|0|0|1|1|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|YOGUR|6|Lácteos y Huevos|México Contemporáneo (1940 - Actualidad)|Turquía|CDMX|CDMX|Turquía|Introducido por migrantes árabes y turcos en el siglo XX.
GELATINA DE PITAYA CON YOGUR Y COCADA|HIDALGO|6|20|5|240|0|0|1|1|Postres|México Contemporáneo (1940 - Actualidad)|Dulces y postres|COCADA|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Filipinas|Guerrero|Guerrero|Filipinas|Dulce de coco rallado; llegó con la Manila-Acapulco y se adaptó en costas.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|MANTEQUILLA|57|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Era producto de lujo; en el siglo XX se popularizó con los refrigeradores.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|PORO|3|Condimentos, Aceites y Endulzantes|México Contemporáneo (1940 - Actualidad)|Francia|CDMX|CDMX|Francia|Llega con la cocina conventual; base de caldos claros y cremas.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|RES|23|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Los mexicas no conocían res; llegó con los caballos y carretas.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|PAPA|26|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Perú|Veracruz|Veracruz|Perú|Se domesticó en los Andes; llegó a Europa y luego a México.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|CALDO DE POLLO|60|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|El caldo se preparaba con aves nativas como el guajolote, no con pollo.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|PEREJIL|26|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Se usa desde la antigüedad como planta de funeral y cocina.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|CHILE JALAPEÑO|18|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|De Xalapa; fresco, picante y base de salsas encurtidas.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|TRIGO|9|Granos y Cereales|Conquista y Virreinato (1521 – 1821)|España|Tlaxcala|Tlaxcala|España|Se sembró por orden de Cortés, convirtiéndose en cultivo religioso.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|PULQUE|3|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|Se fermentaba en tinajas de barro y se bebía sólo en fechas especiales.
PASTES|HIDALGO|8|20|30|130|0|0|2|3|Antojitos|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas|LECHE|43|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Turquía|Jalisco|Jalisco|Turquía|Las vacas fueron traídas por Cortés; antes no había leche animal en América.
POLLITOS DE LECHE CON HONGOS|HIDALGO|12|20|60|0|0|0|3|3|Pollo|Conquista y Virreinato (1521 – 1821)|Aves|POLLO|37|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|No existía en Mesoamérica; se masificó su consumo en el siglo XX.
